Affiliations                                 	   Record Count	      % of 10,494
SANDIA NATIONAL LABORATORIES                 	              3	     0.029
SANMING UNIVERSITY                           	              3	     0.029
SCUOLA SUPERIORE SANT ANNA                   	              3	     0.029
SHAANXI PROV KEY LAB PAPERMAKING TECHNOL SPEC	              3	     0.029
IA                                           	               	          
SHAHID BEHESHTI UNIVERSITY                   	              3	     0.029
SHAHID CHAMRAN UNIVERSITY OF AHVAZ           	              3	     0.029
SHANDONG ENERGY INST                         	              3	     0.029
SHANDONG LAB YANTAI ADV MAT GREEN MFG        	              3	     0.029
SHANDONG LABORATORY OF ADVANCED MATERIALS GRE	              3	     0.029
EN MANUFACTURING AT YANTAI                   	               	          
SHANGHAI INSTITUTE OF ORGANIC CHEMISTRY CAS  	              3	     0.029
SHAOXING UNIVERSITY                          	              3	     0.029
SHENYANG AEROSPACE UNIVERSITY                	              3	     0.029
SHENYANG JIANZHU UNIVERSITY                  	              3	     0.029
SHENZHEN BTR NANOTECHNOL CO LTD              	              3	     0.029
SHENZHEN BTR NEW ENERGY MAT INC              	              3	     0.029
SHENZHEN INSTITUTE OF INFORMATION TECHNOLOGY 	              3	     0.029
SICHUAN AGRICULTURAL UNIVERSITY              	              3	     0.029
SINGAPORE NATIONAL EYE CENTER                	              3	     0.029
SOONCHUNHYANG UNIVERSITY                     	              3	     0.029
SOUTH DAKOTA SCHOOL MINES TECHNOLOGY         	              3	     0.029
SOUTHERN METHODIST UNIVERSITY                	              3	     0.029
SRINAKHARINWIROT UNIVERSITY                  	              3	     0.029
STATE KEY LAB MINERAL PROC                   	              3	     0.029
STEVENS INSTITUTE OF TECHNOLOGY              	              3	     0.029
SUMITOMO RUBBER IND LTD                      	              3	     0.029
SVKM S NMIMS DEEMED TO BE UNIVERSITY         	              3	     0.029
TAIZHOU UNIVERSITY                           	              3	     0.029
TECNOLOGICO DE MONTERREY                     	              3	     0.029
TEHRAN UNIVERSITY OF MEDICAL SCIENCES        	              3	     0.029
TIANJIN CHENGJIAN UNIVERSITY                 	              3	     0.029
TIANJIN INST POWER SOURCES                   	              3	     0.029
TIANJIN KEY LAB COMPOSITE FUNCT MAT          	              3	     0.029
TIANJIN MEDICAL UNIVERSITY                   	              3	     0.029
TORONTO METROPOLITAN UNIVERSITY              	              3	     0.029
TU CLAUSTHAL                                 	              3	     0.029
TURKISH GERMAN UNIVERSITY                    	              3	     0.029
UES INC                                      	              3	     0.029
UNION COLLEGE                                	              3	     0.029
UNITED STATES NAVY                           	              3	     0.029
UNIV LYON                                    	              3	     0.029
UNIV SARI MUTIARA INDONESIA                  	              3	     0.029
UNIV SCI TECHNOL                             	              3	     0.029
UNIVERSIDAD DE LA LAGUNA                     	              3	     0.029
UNIVERSITA DI MODENA E REGGIO EMILIA         	              3	     0.029
UNIVERSITAS MULAWARMAN                       	              3	     0.029
UNIVERSITI MALAYSIA PAHANG AL SULTAN ABDULLAH	              3	     0.029
UMPSA                                        	               	          
UNIVERSITI TUNKU ABDUL RAHMAN UTAR           	              3	     0.029
UNIVERSITY OF ANTWERP                        	              3	     0.029
UNIVERSITY OF BERGEN                         	              3	     0.029
UNIVERSITY OF BUENOS AIRES                   	              3	     0.029
UNIVERSITY OF CALIFORNIA MERCED              	              3	     0.029
UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPU	              3	     0.029
S                                            	               	          
UNIVERSITY OF COLORADO DENVER                	              3	     0.029
UNIVERSITY OF DELHI                          	              3	     0.029
UNIVERSITY OF EXETER                         	              3	     0.029
UNIVERSITY OF GEORGIA                        	              3	     0.029
UNIVERSITY OF GOTTINGEN                      	              3	     0.029
UNIVERSITY OF JOHANNESBURG                   	              3	     0.029
UNIVERSITY OF KENTUCKY                       	              3	     0.029
UNIVERSITY OF KIEL                           	              3	     0.029
UNIVERSITY OF LAHORE                         	              3	     0.029
UNIVERSITY OF LEICESTER                      	              3	     0.029
UNIVERSITY OF LIEGE                          	              3	     0.029
UNIVERSITY OF LODZ                           	              3	     0.029
UNIVERSITY OF LOUISIANA LAFAYETTE            	              3	     0.029
UNIVERSITY OF MAINE ORONO                    	              3	     0.029
UNIVERSITY OF MAINE SYSTEM                   	              3	     0.029
UNIVERSITY OF MARAGHEH                       	              3	     0.029
UNIVERSITY OF MAZANDARAN                     	              3	     0.029
UNIVERSITY OF NORTH SUMATRA                  	              3	     0.029
UNIVERSITY OF PALERMO                        	              3	     0.029
UNIVERSITY OF PARMA                          	              3	     0.029
UNIVERSITY OF QUEBEC MONTREAL                	              3	     0.029
UNIVERSITY OF SALENTO                        	              3	     0.029
UNIVERSITY OF SASSARI                        	              3	     0.029
UNIVERSITY OF SEOUL                          	              3	     0.029
UNIVERSITY OF SOUTH AFRICA                   	              3	     0.029
UNIVERSITY OF SOUTH CHINA                    	              3	     0.029
UNIVERSITY OF TECHNOLOGY IRAQ                	              3	     0.029
UNIVERSITY OF TEXAS ARLINGTON                	              3	     0.029
UNIVERSITY OF TEXAS EL PASO                  	              3	     0.029
UNIVERSITY OF ULSAN                          	              3	     0.029
UNIVERSITY OF WITWATERSRAND                  	              3	     0.029
UNIVERSITY OF WYOMING                        	              3	     0.029
UTSUNOMIYA UNIVERSITY                        	              3	     0.029
VIGNAN DEGREE PG COLL                        	              3	     0.029
VIGNAN S FOUNDATION FOR SCIENCE TECHNOLOGY RE	              3	     0.029
SEARCH VFSTR                                 	               	          
VILNIUS UNIVERSITY                           	              3	     0.029
VISVESVARAYA TECHNOLOGICAL UNIVERSITY        	              3	     0.029
VRIJE UNIV BRUSSEL IMEC                      	              3	     0.029
WEIHAI NEW ERA CHEM CO LTD                   	              3	     0.029
WEIZMANN INSTITUTE OF SCIENCE                	              3	     0.029
WEST VIRGINIA UNIVERSITY                     	              3	     0.029
WESTLAKE UNIVERSITY                          	              3	     0.029
WUXI HIT NEW MAT RES INST CO LTD             	              3	     0.029
WUYI UNIVERSITY FUJIAN                       	              3	     0.029
XI AN MEDICAL UNIVERSITY                     	              3	     0.029
XI AN UNIVERSITY OF TECHNOLOGY               	              3	     0.029
XIAN KEY LAB SUSTAINABLE ENERGY MAT CHEM     	              3	     0.029
XIDIAN UNIVERSITY                            	              3	     0.029
YALOVA UNIVERSITY                            	              3	     0.029
YAMAGUCHI UNIVERSITY                         	              3	     0.029
YANCHENG INSTITUTE OF TECHNOLOGY             	              3	     0.029
YANTAI ZHONGKE RES INST ADV MAT GREEN CHEM EN	              3	     0.029
GN                                           	               	          
YILDIZ TECHNICAL UNIVERSITY                  	              3	     0.029
ZHEJIANG HEXIN SCI TECHNOL CO LTD            	              3	     0.029
ZHEJIANG UNIVERSITY OF SCIENCE TECHNOLOGY    	              3	     0.029
ZJU HANGZHOU GLOBAL SCI TECHNOL INNOVAT CTR  	              3	     0.029
306 TALBOT LAB                               	              2	     0.019
ABB                                          	              2	     0.019
ABDUS SALAM INTERNATIONAL CENTRE FOR THEORETI	              2	     0.019
CAL PHYSICS ICTP                             	               	          
ACADEMIC CENTER FOR EDUCATION CULTURE RESEARC	              2	     0.019
H ACECR                                      	               	          
ACADEMY OF ROMANIAN SCIENTISTS AOSR          	              2	     0.019
ADDIS ABABA UNIVERSITY                       	              2	     0.019
ADV INST CONVERGENCE TECHNOL                 	              2	     0.019
AGRICULTURE GENOMES INSTITUTE AT SHENZHEN CAA	              2	     0.019
S                                            	               	          
AHMADU BELLO UNIVERSITY                      	              2	     0.019
AIE INST                                     	              2	     0.019
AIR FORCE INST TECHNOL                       	              2	     0.019
AIR FORCE RES LAB                            	              2	     0.019
AIR FORCE RESEARCH LAB                       	              2	     0.019
AKZONOBEL                                    	              2	     0.019
AL AZHAR UNIVERSITY                          	              2	     0.019
ALBSTADT SIGMARINGEN UNIV                    	              2	     0.019
ALEXANDER DUBCEK UNIVERSITY TRENCIN          	              2	     0.019
ALEXANDRIA UNIVERSITY                        	              2	     0.019
AMERICAN UNIVERSITY CAIRO                    	              2	     0.019
ANHUI JIANZHU UNIVERSITY                     	              2	     0.019
ANHUI UNIVERSITY OF SCIENCE TECHNOLOGY       	              2	     0.019
ANTA SPORTS GOODS GRP CO LTD                 	              2	     0.019
AO FOUNDATION                                	              2	     0.019
APPL TECHNOL RES CTR TCM FORMULA PREPARAT    	              2	     0.019
AQABA UNIV TECHNOL                           	              2	     0.019
ARISTOTLE UNIVERSITY OF THESSALONIKI         	              2	     0.019
ARTS ET METIERS INSTITUTE OF TECHNOLOGY      	              2	     0.019
ASIA UNIVERSITY TAIWAN                       	              2	     0.019
ASTON UNIVERSITY                             	              2	     0.019
AUGUSTA UNIVERSITY                           	              2	     0.019
AUSTRALIAN NUCLEAR SCIENCE TECHNOLOGY ORGANIS	              2	     0.019
ATION                                        	               	          
AUTON MAT INC                                	              2	     0.019
AVIATION INDUSTRY CORPORATION OF CHINA AVIC  	              2	     0.019
BABES BOLYAI UNIVERSITY FROM CLUJ            	              2	     0.019
